iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
516,"(3, 10)","(3, 11)",South,"[(3, 11), (3, 9)]","[(3, 10), (4, 29), (1, 30), (6, 11), (6, 17)]","[(3, 9), (4, 29), (1, 30), (6, 11), (6, 17)]",517,195,11,206
517,"(3, 9)","(3, 10)",South,"[(3, 10), (4, 9)]","[(3, 9), (4, 29), (1, 30), (6, 11), (6, 17)]","[(4, 29), (6, 17), (1, 30), (6, 11), (4, 9)]",518,196,10,206
518,"(4, 29)","(3, 29)",East,"[(5, 29), (3, 29)]","[(4, 29), (6, 17), (1, 30), (6, 11), (4, 9)]","[(6, 17), (6, 11), (1, 30), (4, 9), (5, 29)]",519,177,31,208
519,"(6, 17)","(5, 17)",East,"[(7, 17), (5, 17)]","[(6, 17), (6, 11), (1, 30), (4, 9), (5, 29)]","[(1, 30), (6, 11), (5, 29), (4, 9), (7, 17)]",520,187,21,208
520,"(1, 30)","(1, 29)",North,"[(1, 31), (1, 29)]","[(1, 30), (6, 11), (5, 29), (4, 9), (7, 17)]","[(6, 11), (4, 9), (5, 29), (7, 17), (1, 31)]",521,179,29,208
521,"(6, 11)","(5, 11)",East,"[(7, 11), (5, 11)]","[(6, 11), (4, 9), (5, 29), (7, 17), (1, 31)]","[(4, 9), (7, 17), (5, 29), (1, 31), (7, 11)]",522,193,15,208
522,"(4, 9)","(3, 9)",East,"[(5, 9), (3, 9)]","[(4, 9), (7, 17), (5, 29), (1, 31), (7, 11)]","[(5, 29), (7, 17), (7, 11), (1, 31), (5, 9)]",523,197,11,208
523,"(5, 29)","(4, 29)",East,"[(5, 30), (6, 29), (4, 29)]","[(5, 29), (7, 17), (7, 11), (1, 31), (5, 9)]","[(7, 17), (1, 31), (7, 11), (5, 9), (5, 30), (6, 29)]",524,178,32,210
524,"(7, 17)","(6, 17)",East,"[(7, 16), (6, 17)]","[(7, 17), (1, 31), (7, 11), (5, 9), (5, 30), (6, 29)]","[(1, 31), (5, 9), (7, 11), (6, 29), (5, 30), (7, 16)]",525,188,22,210
525,"(1, 31)","(1, 30)",North,"[(1, 30), (2, 31)]","[(1, 31), (5, 9), (7, 11), (6, 29), (5, 30), (7, 16)]","[(7, 11), (5, 9), (7, 16), (6, 29), (5, 30), (2, 31)]",526,180,30,210
526,"(7, 11)","(6, 11)",East,"[(7, 10), (6, 11)]","[(7, 11), (5, 9), (7, 16), (6, 29), (5, 30), (2, 31)]","[(5, 9), (5, 30), (7, 16), (6, 29), (2, 31), (7, 10)]",527,194,16,210
527,"(5, 9)","(4, 9)",East,"[(5, 8), (4, 9)]","[(5, 9), (5, 30), (7, 16), (6, 29), (2, 31), (7, 10)]","[(7, 16), (5, 30), (7, 10), (6, 29), (2, 31), (5, 8)]",528,198,12,210
528,"(7, 16)","(7, 17)",South,"[(7, 17), (7, 15)]","[(7, 16), (5, 30), (7, 10), (6, 29), (2, 31), (5, 8)]","[(7, 10), (5, 30), (5, 8), (6, 29), (2, 31), (7, 15)]",529,189,21,210
529,"(7, 10)","(7, 11)",South,"[(7, 11), (7, 9)]","[(7, 10), (5, 30), (5, 8), (6, 29), (2, 31), (7, 15)]","[(5, 8), (5, 30), (7, 15), (6, 29), (2, 31), (7, 9)]",530,195,15,210
530,"(5, 8)","(5, 9)",South,"[(5, 9), (5, 7)]","[(5, 8), (5, 30), (7, 15), (6, 29), (2, 31), (7, 9)]","[(7, 15), (5, 30), (7, 9), (6, 29), (2, 31), (5, 7)]",531,199,11,210
531,"(7, 15)","(7, 16)",South,"[(7, 16), (8, 15)]","[(7, 15), (5, 30), (7, 9), (6, 29), (2, 31), (5, 7)]","[(7, 9), (5, 30), (5, 7), (6, 29), (2, 31), (8, 15)]",532,190,20,210
532,"(7, 9)","(7, 10)",South,"[(7, 10)]","[(7, 9), (5, 30), (5, 7), (6, 29), (2, 31), (8, 15)]","[(5, 7), (5, 30), (8, 15), (6, 29), (2, 31)]",533,196,14,210
533,"(5, 7)","(5, 8)",South,"[(5, 8), (5, 6), (6, 7), (4, 7)]","[(5, 7), (5, 30), (8, 15), (6, 29), (2, 31)]","[(5, 6), (5, 30), (4, 7), (2, 31), (6, 29), (6, 7), (8, 15)]",534,200,10,210
534,"(5, 6)","(5, 7)",South,"[(5, 7), (5, 5)]","[(5, 6), (5, 30), (4, 7), (2, 31), (6, 29), (6, 7), (8, 15)]","[(4, 7), (5, 30), (5, 5), (2, 31), (6, 29), (6, 7), (8, 15)]",535,201,9,210
535,"(4, 7)","(5, 7)",West,"[(5, 7), (3, 7)]","[(4, 7), (5, 30), (5, 5), (2, 31), (6, 29), (6, 7), (8, 15)]","[(5, 5), (5, 30), (3, 7), (2, 31), (6, 29), (6, 7), (8, 15)]",536,201,9,210
536,"(5, 5)","(5, 6)",South,"[(5, 6)]","[(5, 5), (5, 30), (3, 7), (2, 31), (6, 29), (6, 7), (8, 15)]","[(3, 7), (5, 30), (8, 15), (2, 31), (6, 29), (6, 7)]",537,202,8,210
537,"(3, 7)","(4, 7)",West,"[(3, 6), (4, 7), (2, 7)]","[(3, 7), (5, 30), (8, 15), (2, 31), (6, 29), (6, 7)]","[(3, 6), (6, 29), (2, 7), (2, 31), (6, 7), (8, 15), (5, 30)]",538,202,8,210
538,"(3, 6)","(3, 7)",South,"[(3, 7), (3, 5)]","[(3, 6), (6, 29), (2, 7), (2, 31), (6, 7), (8, 15), (5, 30)]","[(2, 7), (6, 29), (3, 5), (2, 31), (6, 7), (8, 15), (5, 30)]",539,203,7,210
539,"(2, 7)","(3, 7)",West,"[(3, 7), (1, 7)]","[(2, 7), (6, 29), (3, 5), (2, 31), (6, 7), (8, 15), (5, 30)]","[(3, 5), (6, 29), (1, 7), (2, 31), (6, 7), (8, 15), (5, 30)]",540,203,7,210
540,"(3, 5)","(3, 6)",South,"[(3, 6), (3, 4)]","[(3, 5), (6, 29), (1, 7), (2, 31), (6, 7), (8, 15), (5, 30)]","[(1, 7), (6, 29), (3, 4), (2, 31), (6, 7), (8, 15), (5, 30)]",541,204,6,210
541,"(1, 7)","(2, 7)",West,"[(1, 8), (2, 7)]","[(1, 7), (6, 29), (3, 4), (2, 31), (6, 7), (8, 15), (5, 30)]","[(3, 4), (6, 29), (5, 30), (2, 31), (6, 7), (8, 15), (1, 8)]",542,204,6,210
542,"(3, 4)","(3, 5)",South,"[(3, 5), (3, 3)]","[(3, 4), (6, 29), (5, 30), (2, 31), (6, 7), (8, 15), (1, 8)]","[(3, 3), (6, 29), (5, 30), (2, 31), (6, 7), (1, 8), (8, 15)]",543,205,5,210
543,"(3, 3)","(3, 4)",South,"[(3, 4), (3, 2), (2, 3)]","[(3, 3), (6, 29), (5, 30), (2, 31), (6, 7), (1, 8), (8, 15)]","[(3, 2), (2, 3), (5, 30), (6, 29), (6, 7), (1, 8), (8, 15), (2, 31)]",544,206,4,210
544,"(3, 2)","(3, 3)",South,"[(3, 3), (3, 1)]","[(3, 2), (2, 3), (5, 30), (6, 29), (6, 7), (1, 8), (8, 15), (2, 31)]","[(2, 3), (3, 1), (5, 30), (6, 29), (6, 7), (1, 8), (8, 15), (2, 31)]",545,207,3,210
545,"(2, 3)","(3, 3)",West,"[(3, 3), (1, 3)]","[(2, 3), (3, 1), (5, 30), (6, 29), (6, 7), (1, 8), (8, 15), (2, 31)]","[(3, 1), (1, 3), (5, 30), (6, 29), (6, 7), (1, 8), (8, 15), (2, 31)]",546,207,3,210
546,"(3, 1)","(3, 2)",South,"[(3, 2)]","[(3, 1), (1, 3), (5, 30), (6, 29), (6, 7), (1, 8), (8, 15), (2, 31)]","[(1, 3), (6, 29), (5, 30), (2, 31), (6, 7), (1, 8), (8, 15)]",547,208,2,210
547,"(1, 3)","(2, 3)",West,"[(1, 4), (1, 2), (2, 3)]","[(1, 3), (6, 29), (5, 30), (2, 31), (6, 7), (1, 8), (8, 15)]","[(1, 2), (5, 30), (8, 15), (6, 29), (6, 7), (1, 8), (1, 4), (2, 31)]",548,208,2,210
548,"(1, 2)","(1, 3)",South,"[(1, 3), (1, 1)]","[(1, 2), (5, 30), (8, 15), (6, 29), (6, 7), (1, 8), (1, 4), (2, 31)]","[(1, 1), (5, 30), (8, 15), (6, 29), (6, 7), (1, 8), (1, 4), (2, 31)]",549,209,1,210
549,"(1, 1)","(1, 2)",South,[],"[(1, 1), (5, 30), (8, 15), (6, 29), (6, 7), (1, 8), (1, 4), (2, 31)]","[(5, 30), (6, 29), (8, 15), (2, 31), (6, 7), (1, 8), (1, 4)]",549,210,0,210
